chrom,start,end
J02459.1,4001,4090
J02459.1,4001,4100
J02459.1,4001,4103
J02459.1,4001,4107
J02459.1,4001,4110
J02459.1,4001,4112
J02459.1,4001,4113
J02459.1,4001,4126
J02459.1,4001,4128
J02459.1,4001,4136
J02459.1,4001,4138
J02459.1,4001,4142
J02459.1,4001,4143
J02459.1,4001,4144
J02459.1,4001,4150
J02459.1,4001,4151
J02459.1,4001,4153
J02459.1,4001,4162
J02459.1,4001,4163
J02459.1,4001,4164
J02459.1,4001,4174
J02459.1,4001,4179
J02459.1,4001,4180
J02459.1,4001,4181
J02459.1,4001,4187
J02459.1,4001,4190
J02459.1,4001,4191
J02459.1,4001,4192
J02459.1,4001,4194
J02459.1,4001,4195
J02459.1,4001,4196
J02459.1,4001,4197
J02459.1,4001,4200
J02459.1,4001,4201
J02459.1,4001,4205
J02459.1,4001,4207
J02459.1,4001,4209
J02459.1,4001,4212
J02459.1,4001,4216
J02459.1,4001,4221
J02459.1,4001,4222
J02459.1,4001,4228
J02459.1,4001,4229
J02459.1,4001,4230
J02459.1,4001,4231
J02459.1,4001,4232
J02459.1,4002,4090
J02459.1,4002,4100
J02459.1,4002,4103
J02459.1,4002,4107
J02459.1,4002,4114
J02459.1,4002,4115
J02459.1,4002,4116
J02459.1,4002,4127
J02459.1,4002,4128
J02459.1,4002,4136
J02459.1,4002,4138
J02459.1,4002,4144
J02459.1,4002,4147
J02459.1,4002,4148
J02459.1,4002,4150
J02459.1,4002,4151
J02459.1,4002,4152
J02459.1,4002,4167
J02459.1,4002,4171
J02459.1,4002,4180
J02459.1,4002,4181
J02459.1,4002,4183
J02459.1,4002,4190
J02459.1,4002,4193
J02459.1,4002,4194
J02459.1,4002,4196
J02459.1,4002,4197
J02459.1,4002,4198
J02459.1,4002,4207
J02459.1,4002,4208
J02459.1,4002,4209
J02459.1,4002,4212
J02459.1,4002,4213
J02459.1,4002,4216
J02459.1,4002,4217
J02459.1,4002,4220
J02459.1,4002,4222
J02459.1,4002,4227
J02459.1,4002,4233
J02459.1,4002,4235
J02459.1,4003,4091
J02459.1,4003,4098
J02459.1,4003,4099
J02459.1,4003,4103
J02459.1,4003,4107
J02459.1,4003,4113
J02459.1,4003,4124
J02459.1,4003,4125
J02459.1,4003,4126
J02459.1,4003,4130
J02459.1,4003,4136
J02459.1,4003,4139
J02459.1,4003,4167
J02459.1,4003,4171
J02459.1,4003,4175
J02459.1,4003,4176
J02459.1,4003,4178
J02459.1,4003,4185
J02459.1,4003,4187
J02459.1,4003,4188
J02459.1,4003,4189
J02459.1,4003,4194
J02459.1,4003,4195
J02459.1,4003,4202
J02459.1,4003,4208
J02459.1,4003,4216
J02459.1,4003,4221
J02459.1,4003,4222
J02459.1,4003,4230
J02459.1,4004,4094
J02459.1,4004,4095
J02459.1,4004,4101
J02459.1,4004,4109
J02459.1,4004,4110
J02459.1,4004,4111
J02459.1,4004,4115
J02459.1,4004,4122
J02459.1,4004,4124
J02459.1,4004,4126
J02459.1,4004,4132
J02459.1,4004,4134
J02459.1,4004,4139
J02459.1,4004,4141
J02459.1,4004,4142
J02459.1,4004,4143
J02459.1,4004,4170
J02459.1,4004,4171
J02459.1,4004,4175
J02459.1,4004,4176
J02459.1,4004,4180
J02459.1,4004,4184
J02459.1,4004,4185
J02459.1,4004,4188
J02459.1,4004,4190
J02459.1,4004,4191
J02459.1,4004,4192
J02459.1,4004,4193
J02459.1,4004,4195
J02459.1,4004,4196
J02459.1,4004,4200
J02459.1,4004,4202
J02459.1,4004,4203
J02459.1,4004,4205
J02459.1,4004,4220
J02459.1,4004,4221
J02459.1,4004,4222
J02459.1,4004,4223
J02459.1,4004,4225
J02459.1,4005,4093
J02459.1,4005,4113
J02459.1,4005,4135
J02459.1,4005,4136
J02459.1,4005,4143
J02459.1,4005,4154
J02459.1,4005,4161
J02459.1,4005,4193
J02459.1,4005,4204
J02459.1,4005,4220
J02459.1,4005,4221
J02459.1,4006,4126
J02459.1,4006,4128
J02459.1,4006,4130
J02459.1,4006,4131
J02459.1,4006,4147
J02459.1,4006,4149
J02459.1,4006,4161
J02459.1,4006,4162
J02459.1,4006,4180
J02459.1,4006,4187
J02459.1,4006,4190
J02459.1,4006,4193
J02459.1,4006,4198
J02459.1,4006,4200
J02459.1,4006,4206
J02459.1,4006,4216
J02459.1,4006,4221
J02459.1,4006,4222
J02459.1,4006,4228
J02459.1,4006,4233
J02459.1,4006,4243
J02459.1,4006,4248
J02459.1,4007,4113
J02459.1,4007,4116
J02459.1,4007,4122
J02459.1,4007,4124
J02459.1,4007,4126
J02459.1,4007,4130
J02459.1,4007,4136
J02459.1,4007,4138
J02459.1,4007,4141
J02459.1,4007,4142
J02459.1,4007,4143
J02459.1,4007,4144
J02459.1,4007,4158
J02459.1,4007,4159
J02459.1,4007,4160
J02459.1,4007,4162
J02459.1,4007,4163
J02459.1,4007,4164
J02459.1,4007,4175
J02459.1,4007,4177
J02459.1,4007,4178
J02459.1,4007,4180
J02459.1,4007,4193
J02459.1,4007,4194
J02459.1,4007,4195
J02459.1,4007,4198
J02459.1,4007,4200
J02459.1,4007,4202
J02459.1,4007,4204
J02459.1,4007,4205
J02459.1,4007,4212
J02459.1,4007,4213
J02459.1,4007,4216
J02459.1,4007,4218
J02459.1,4007,4220
J02459.1,4007,4221
J02459.1,4007,4223
J02459.1,4007,4225
J02459.1,4007,4229
J02459.1,4007,4231
J02459.1,4007,4236
J02459.1,4007,4237
J02459.1,4007,4238
J02459.1,4007,4240
J02459.1,4007,4247
J02459.1,4008,4107
J02459.1,4008,4128
J02459.1,4008,4141
J02459.1,4008,4160
J02459.1,4008,4161
J02459.1,4008,4163
J02459.1,4008,4165
J02459.1,4008,4182
J02459.1,4008,4183
J02459.1,4008,4195
J02459.1,4008,4199
J02459.1,4008,4208
J02459.1,4008,4213
J02459.1,4008,4221
J02459.1,4008,4230
J02459.1,4008,4236
J02459.1,4009,4089
J02459.1,4009,4090
J02459.1,4009,4107
J02459.1,4009,4111
J02459.1,4009,4115
J02459.1,4009,4117
J02459.1,4009,4118
J02459.1,4009,4119
J02459.1,4009,4121
J02459.1,4009,4122
J02459.1,4009,4124
J02459.1,4009,4127
J02459.1,4009,4132
J02459.1,4009,4134
J02459.1,4009,4135
J02459.1,4009,4136
J02459.1,4009,4141
J02459.1,4009,4142
J02459.1,4009,4143
J02459.1,4009,4144
J02459.1,4009,4146
J02459.1,4009,4147
J02459.1,4009,4157
J02459.1,4009,4161
J02459.1,4009,4164
J02459.1,4009,4165
J02459.1,4009,4167
J02459.1,4009,4168
J02459.1,4009,4169
J02459.1,4009,4170
J02459.1,4009,4175
J02459.1,4009,4177
J02459.1,4009,4178
J02459.1,4009,4179
J02459.1,4009,4180
J02459.1,4009,4182
J02459.1,4009,4184
J02459.1,4009,4190
J02459.1,4009,4192
J02459.1,4009,4193
J02459.1,4009,4195
J02459.1,4009,4196
J02459.1,4009,4197
J02459.1,4009,4198
J02459.1,4009,4200
J02459.1,4009,4202
J02459.1,4009,4203
J02459.1,4009,4208
J02459.1,4009,4209
J02459.1,4009,4211
J02459.1,4009,4212
J02459.1,4009,4213
J02459.1,4009,4215
J02459.1,4009,4216
J02459.1,4009,4219
J02459.1,4009,4220
J02459.1,4009,4221
J02459.1,4009,4222
J02459.1,4009,4223
J02459.1,4009,4224
J02459.1,4009,4226
J02459.1,4009,4227
J02459.1,4009,4228
J02459.1,4009,4229
J02459.1,4009,4230
J02459.1,4009,4231
J02459.1,4009,4232
J02459.1,4009,4234
J02459.1,4009,4236
J02459.1,4009,4237
J02459.1,4009,4238
J02459.1,4009,4239
J02459.1,4010,4107
J02459.1,4010,4108
J02459.1,4010,4113
J02459.1,4010,4136
J02459.1,4010,4137
J02459.1,4010,4139
J02459.1,4010,4142
J02459.1,4010,4143
J02459.1,4010,4146
J02459.1,4010,4147
J02459.1,4010,4148
J02459.1,4010,4161
J02459.1,4010,4162
J02459.1,4010,4163
J02459.1,4010,4168
J02459.1,4010,4171
J02459.1,4010,4172
J02459.1,4010,4176
J02459.1,4010,4177
J02459.1,4010,4178
J02459.1,4010,4180
J02459.1,4010,4194
J02459.1,4010,4195
J02459.1,4010,4198
J02459.1,4010,4199
J02459.1,4010,4203
J02459.1,4010,4211
J02459.1,4010,4212
J02459.1,4010,4213
J02459.1,4010,4216
J02459.1,4010,4219
J02459.1,4010,4221
J02459.1,4010,4222
J02459.1,4010,4226
J02459.1,4010,4227
J02459.1,4010,4230
J02459.1,4010,4232
J02459.1,4011,4113
J02459.1,4011,4118
J02459.1,4011,4127
J02459.1,4011,4136
J02459.1,4011,4138
J02459.1,4011,4142
J02459.1,4011,4143
J02459.1,4011,4145
J02459.1,4011,4161
J02459.1,4011,4162
J02459.1,4011,4163
J02459.1,4011,4164
J02459.1,4011,4166
J02459.1,4011,4167
J02459.1,4011,4169
J02459.1,4011,4170
J02459.1,4011,4171
J02459.1,4011,4174
J02459.1,4011,4175
J02459.1,4011,4178
J02459.1,4011,4181
J02459.1,4011,4183
J02459.1,4011,4195
J02459.1,4011,4206
J02459.1,4011,4212
J02459.1,4011,4216
J02459.1,4011,4221
J02459.1,4011,4222
J02459.1,4011,4225
J02459.1,4011,4227
J02459.1,4011,4228
J02459.1,4011,4229
J02459.1,4011,4230
J02459.1,4011,4232
J02459.1,4011,4233
J02459.1,4011,4235
J02459.1,4012,4107
J02459.1,4012,4142
J02459.1,4012,4144
J02459.1,4012,4147
J02459.1,4012,4148
J02459.1,4012,4164
J02459.1,4012,4211
J02459.1,4012,4229
J02459.1,4013,4143
J02459.1,4013,4162
J02459.1,4013,4163
J02459.1,4013,4164
J02459.1,4013,4174
J02459.1,4013,4176
J02459.1,4013,4190
J02459.1,4013,4192
J02459.1,4013,4193
J02459.1,4013,4204
J02459.1,4013,4205
J02459.1,4013,4229
J02459.1,4013,4238
J02459.1,4014,4132
J02459.1,4014,4144
J02459.1,4014,4159
J02459.1,4014,4162
J02459.1,4014,4164
J02459.1,4014,4180
J02459.1,4014,4189
J02459.1,4014,4191
J02459.1,4014,4205
J02459.1,4014,4208
J02459.1,4014,4209
J02459.1,4014,4225
J02459.1,4014,4227
J02459.1,4014,4228
J02459.1,4014,4229
J02459.1,4014,4233
J02459.1,4014,4238
J02459.1,4014,4267
J02459.1,4015,4131
J02459.1,4015,4134
J02459.1,4015,4135
J02459.1,4015,4136
J02459.1,4015,4138
J02459.1,4015,4141
J02459.1,4015,4142
J02459.1,4015,4143
J02459.1,4015,4158
J02459.1,4015,4161
J02459.1,4015,4167
J02459.1,4015,4171
J02459.1,4015,4174
J02459.1,4015,4175
J02459.1,4015,4176
J02459.1,4015,4183
J02459.1,4015,4184
J02459.1,4015,4188
J02459.1,4015,4193
J02459.1,4015,4194
J02459.1,4015,4195
J02459.1,4015,4196
J02459.1,4015,4197
J02459.1,4015,4198
J02459.1,4015,4203
J02459.1,4015,4204
J02459.1,4015,4205
J02459.1,4015,4207
J02459.1,4015,4208
J02459.1,4015,4228
J02459.1,4015,4229
J02459.1,4015,4231
J02459.1,4015,4232
J02459.1,4015,4233
J02459.1,4015,4234
J02459.1,4015,4236
J02459.1,4015,4238
J02459.1,4015,4240
J02459.1,4015,4243
J02459.1,4015,4248
J02459.1,4016,4133
J02459.1,4016,4139
J02459.1,4016,4143
J02459.1,4016,4147
J02459.1,4016,4160
J02459.1,4016,4161
J02459.1,4016,4163
J02459.1,4016,4168
J02459.1,4016,4175
J02459.1,4016,4177
J02459.1,4016,4178
J02459.1,4016,4180
J02459.1,4016,4185
J02459.1,4016,4188
J02459.1,4016,4190
J02459.1,4016,4193
J02459.1,4016,4194
J02459.1,4016,4209
J02459.1,4016,4216
J02459.1,4016,4221
J02459.1,4016,4228
J02459.1,4016,4229
J02459.1,4016,4230
J02459.1,4016,4236
J02459.1,4016,4243
J02459.1,4016,4248
J02459.1,4017,4131
J02459.1,4017,4138
J02459.1,4017,4143
J02459.1,4017,4146
J02459.1,4017,4162
J02459.1,4017,4171
J02459.1,4017,4181
J02459.1,4017,4187
J02459.1,4017,4189
J02459.1,4017,4209
J02459.1,4017,4211
J02459.1,4017,4221
J02459.1,4017,4222
J02459.1,4017,4230
J02459.1,4017,4238
J02459.1,4017,4243
J02459.1,4017,4251
J02459.1,4018,4136
J02459.1,4018,4139
J02459.1,4018,4146
J02459.1,4018,4151
J02459.1,4018,4164
J02459.1,4018,4167
J02459.1,4018,4172
J02459.1,4018,4173
J02459.1,4018,4176
J02459.1,4018,4178
J02459.1,4018,4179
J02459.1,4018,4180
J02459.1,4018,4181
J02459.1,4018,4190
J02459.1,4018,4194
J02459.1,4018,4196
J02459.1,4018,4198
J02459.1,4018,4200
J02459.1,4018,4207
J02459.1,4018,4213
J02459.1,4018,4216
J02459.1,4018,4221
J02459.1,4018,4222
J02459.1,4018,4224
J02459.1,4018,4230
J02459.1,4018,4234
J02459.1,4018,4235
J02459.1,4018,4251
J02459.1,4019,4138
J02459.1,4019,4139
J02459.1,4019,4141
J02459.1,4019,4142
J02459.1,4019,4155
J02459.1,4019,4159
J02459.1,4019,4163
J02459.1,4019,4165
J02459.1,4019,4167
J02459.1,4019,4171
J02459.1,4019,4173
J02459.1,4019,4174
J02459.1,4019,4177
J02459.1,4019,4178
J02459.1,4019,4181
J02459.1,4019,4182
J02459.1,4019,4183
J02459.1,4019,4184
J02459.1,4019,4185
J02459.1,4019,4192
J02459.1,4019,4193
J02459.1,4019,4194
J02459.1,4019,4196
J02459.1,4019,4198
J02459.1,4019,4201
J02459.1,4019,4202
J02459.1,4019,4204
J02459.1,4019,4208
J02459.1,4019,4209
J02459.1,4019,4211
J02459.1,4019,4212
J02459.1,4019,4213
J02459.1,4019,4219
J02459.1,4019,4221
J02459.1,4019,4227
J02459.1,4019,4229
J02459.1,4019,4230
J02459.1,4019,4231
J02459.1,4019,4232
J02459.1,4019,4238
J02459.1,4019,4239
J02459.1,4019,4243
J02459.1,4019,4249
J02459.1,4019,4251
J02459.1,4020,4137
J02459.1,4020,4138
J02459.1,4020,4147
J02459.1,4020,4161
J02459.1,4020,4162
J02459.1,4020,4173
J02459.1,4020,4178
J02459.1,4020,4180
J02459.1,4020,4181
J02459.1,4020,4199
J02459.1,4020,4201
J02459.1,4020,4203
J02459.1,4020,4205
J02459.1,4020,4206
J02459.1,4020,4208
J02459.1,4020,4219
J02459.1,4020,4221
J02459.1,4020,4222
J02459.1,4020,4223
J02459.1,4020,4226
J02459.1,4020,4229
J02459.1,4020,4233
J02459.1,4020,4236
J02459.1,4020,4239
J02459.1,4021,4136
J02459.1,4021,4157
J02459.1,4021,4159
J02459.1,4021,4160
J02459.1,4021,4176
J02459.1,4021,4178
J02459.1,4021,4201
J02459.1,4021,4204
J02459.1,4021,4206
J02459.1,4021,4208
J02459.1,4021,4211
J02459.1,4021,4212
J02459.1,4021,4213
J02459.1,4021,4225
J02459.1,4021,4226
J02459.1,4022,4191
J02459.1,4022,4194
J02459.1,4022,4195
J02459.1,4022,4196
J02459.1,4022,4198
J02459.1,4022,4204
J02459.1,4022,4205
J02459.1,4022,4208
J02459.1,4022,4209
J02459.1,4022,4213
J02459.1,4022,4225
J02459.1,4023,4139
J02459.1,4023,4159
J02459.1,4023,4164
J02459.1,4023,4192
J02459.1,4023,4194
J02459.1,4023,4202
J02459.1,4023,4203
J02459.1,4023,4208
J02459.1,4024,4136
J02459.1,4024,4141
J02459.1,4024,4142
J02459.1,4024,4162
J02459.1,4024,4163
J02459.1,4024,4172
J02459.1,4024,4182
J02459.1,4024,4192
J02459.1,4024,4193
J02459.1,4024,4194
J02459.1,4024,4196
J02459.1,4024,4197
J02459.1,4024,4200
J02459.1,4024,4204
J02459.1,4024,4205
J02459.1,4024,4206
J02459.1,4024,4207
J02459.1,4024,4209
J02459.1,4024,4213
J02459.1,4024,4220
J02459.1,4025,4143
J02459.1,4025,4144
J02459.1,4025,4161
J02459.1,4025,4162
J02459.1,4025,4163
J02459.1,4025,4164
J02459.1,4025,4167
J02459.1,4025,4169
J02459.1,4025,4170
J02459.1,4025,4171
J02459.1,4025,4172
J02459.1,4025,4182
J02459.1,4025,4187
J02459.1,4025,4188
J02459.1,4025,4189
J02459.1,4025,4191
J02459.1,4025,4193
J02459.1,4025,4194
J02459.1,4025,4195
J02459.1,4025,4198
J02459.1,4025,4204
J02459.1,4025,4205
J02459.1,4025,4206
J02459.1,4025,4210
J02459.1,4025,4211
J02459.1,4025,4216
J02459.1,4025,4219
J02459.1,4025,4220
J02459.1,4025,4221
J02459.1,4025,4222
J02459.1,4025,4226
J02459.1,4025,4228
J02459.1,4025,4230
J02459.1,4025,4233
J02459.1,4025,4235
J02459.1,4025,4236
J02459.1,4025,4237
J02459.1,4025,4238
J02459.1,4025,4239
J02459.1,4025,4240
J02459.1,4025,4243
J02459.1,4025,4247
J02459.1,4025,4248
J02459.1,4025,4249
J02459.1,4025,4280
J02459.1,4025,4282
J02459.1,4025,4283
J02459.1,4025,4284
J02459.1,4025,4285
J02459.1,4025,4288
J02459.1,4025,4289
J02459.1,4026,4143
J02459.1,4026,4144
J02459.1,4026,4147
J02459.1,4026,4161
J02459.1,4026,4167
J02459.1,4026,4168
J02459.1,4026,4170
J02459.1,4026,4171
J02459.1,4026,4172
J02459.1,4026,4173
J02459.1,4026,4174
J02459.1,4026,4177
J02459.1,4026,4178
J02459.1,4026,4181
J02459.1,4026,4186
J02459.1,4026,4187
J02459.1,4026,4190
J02459.1,4026,4193
J02459.1,4026,4194
J02459.1,4026,4200
J02459.1,4026,4204
J02459.1,4026,4205
J02459.1,4026,4206
J02459.1,4026,4207
J02459.1,4026,4211
J02459.1,4026,4212
J02459.1,4026,4213
J02459.1,4026,4216
J02459.1,4026,4219
J02459.1,4026,4222
J02459.1,4026,4228
J02459.1,4026,4232
J02459.1,4026,4236
J02459.1,4026,4243
J02459.1,4026,4251
J02459.1,4026,4283
J02459.1,4026,4288
J02459.1,4026,4289
J02459.1,4027,4138
J02459.1,4027,4143
J02459.1,4027,4144
J02459.1,4027,4160
J02459.1,4027,4161
J02459.1,4027,4162
J02459.1,4027,4169
J02459.1,4027,4178
J02459.1,4027,4179
J02459.1,4027,4180
J02459.1,4027,4181
J02459.1,4027,4183
J02459.1,4027,4191
J02459.1,4027,4194
J02459.1,4027,4195
J02459.1,4027,4199
J02459.1,4027,4203
J02459.1,4027,4207
J02459.1,4027,4212
J02459.1,4027,4213
J02459.1,4027,4216
J02459.1,4027,4221
J02459.1,4027,4222
J02459.1,4027,4223
J02459.1,4027,4227
J02459.1,4027,4228
J02459.1,4027,4231
J02459.1,4027,4233
J02459.1,4027,4235
J02459.1,4027,4236
J02459.1,4027,4238
J02459.1,4027,4240
J02459.1,4027,4243
J02459.1,4027,4246
J02459.1,4027,4247
J02459.1,4027,4251
J02459.1,4027,4279
J02459.1,4027,4283
J02459.1,4027,4284
J02459.1,4027,4285
J02459.1,4027,4287
J02459.1,4027,4288
J02459.1,4028,4144
J02459.1,4028,4145
J02459.1,4028,4151
J02459.1,4028,4154
J02459.1,4028,4156
J02459.1,4028,4167
J02459.1,4028,4176
J02459.1,4028,4178
J02459.1,4028,4180
J02459.1,4028,4187
J02459.1,4028,4191
J02459.1,4028,4193
J02459.1,4028,4194
J02459.1,4028,4210
J02459.1,4028,4213
J02459.1,4028,4216
J02459.1,4028,4243
J02459.1,4028,4279
J02459.1,4028,4280
J02459.1,4028,4283
J02459.1,4028,4289
J02459.1,4029,4128
J02459.1,4029,4129
J02459.1,4029,4134
J02459.1,4029,4136
J02459.1,4029,4139
J02459.1,4029,4141
J02459.1,4029,4142
J02459.1,4029,4146
J02459.1,4029,4147
J02459.1,4029,4164
J02459.1,4029,4165
J02459.1,4029,4168
J02459.1,4029,4169
J02459.1,4029,4170
J02459.1,4029,4172
J02459.1,4029,4173
J02459.1,4029,4174
J02459.1,4029,4175
J02459.1,4029,4178
J02459.1,4029,4180
J02459.1,4029,4181
J02459.1,4029,4183
J02459.1,4029,4184
J02459.1,4029,4185
J02459.1,4029,4187
J02459.1,4029,4188
J02459.1,4029,4191
J02459.1,4029,4192
J02459.1,4029,4195
J02459.1,4029,4196
J02459.1,4029,4197
J02459.1,4029,4198
J02459.1,4029,4199
J02459.1,4029,4200
J02459.1,4029,4202
J02459.1,4029,4203
J02459.1,4029,4205
J02459.1,4029,4206
J02459.1,4029,4207
J02459.1,4029,4209
J02459.1,4029,4213
J02459.1,4029,4215
J02459.1,4029,4216
J02459.1,4029,4219
J02459.1,4029,4222
J02459.1,4029,4223
J02459.1,4029,4226
J02459.1,4029,4229
J02459.1,4029,4232
J02459.1,4029,4233
J02459.1,4029,4234
J02459.1,4029,4237
J02459.1,4029,4238
J02459.1,4029,4244
J02459.1,4029,4247
J02459.1,4029,4248
J02459.1,4029,4251
J02459.1,4029,4267
J02459.1,4029,4270
J02459.1,4029,4271
J02459.1,4029,4272
J02459.1,4029,4274
J02459.1,4029,4275
J02459.1,4029,4278
J02459.1,4029,4279
J02459.1,4029,4281
J02459.1,4029,4285
J02459.1,4029,4287
J02459.1,4030,4112
J02459.1,4030,4113
J02459.1,4030,4136
J02459.1,4030,4139
J02459.1,4030,4143
J02459.1,4030,4145
J02459.1,4030,4149
J02459.1,4030,4151
J02459.1,4030,4156
J02459.1,4030,4159
J02459.1,4030,4162
J02459.1,4030,4163
J02459.1,4030,4178
J02459.1,4030,4180
J02459.1,4030,4181
J02459.1,4030,4182
J02459.1,4030,4187
J02459.1,4030,4188
J02459.1,4030,4190
J02459.1,4030,4192
J02459.1,4030,4193
J02459.1,4030,4194
J02459.1,4030,4200
J02459.1,4030,4203
J02459.1,4030,4205
J02459.1,4030,4211
J02459.1,4030,4212
J02459.1,4030,4217
J02459.1,4030,4220
J02459.1,4030,4221
J02459.1,4030,4222
J02459.1,4030,4228
J02459.1,4030,4229
J02459.1,4030,4230
J02459.1,4030,4232
J02459.1,4030,4233
J02459.1,4030,4234
J02459.1,4030,4235
J02459.1,4030,4238
J02459.1,4030,4239
J02459.1,4030,4240
J02459.1,4030,4246
J02459.1,4030,4247
J02459.1,4030,4248
J02459.1,4030,4249
J02459.1,4030,4250
J02459.1,4030,4253
J02459.1,4030,4263
J02459.1,4030,4267
J02459.1,4030,4271
J02459.1,4030,4277
J02459.1,4030,4280
J02459.1,4030,4282
J02459.1,4030,4283
J02459.1,4030,4296
J02459.1,4030,4297
J02459.1,4030,4300
J02459.1,4030,4304
J02459.1,4030,4306
J02459.1,4030,4311
J02459.1,4031,4110
J02459.1,4031,4128
J02459.1,4031,4130
J02459.1,4031,4133
J02459.1,4031,4135
J02459.1,4031,4137
J02459.1,4031,4139
J02459.1,4031,4142
J02459.1,4031,4144
J02459.1,4031,4146
J02459.1,4031,4151
J02459.1,4031,4154
J02459.1,4031,4160
J02459.1,4031,4161
J02459.1,4031,4162
J02459.1,4031,4163
J02459.1,4031,4168
J02459.1,4031,4169
J02459.1,4031,4173
J02459.1,4031,4175
J02459.1,4031,4177
J02459.1,4031,4178
J02459.1,4031,4179
J02459.1,4031,4180
J02459.1,4031,4181
J02459.1,4031,4182
J02459.1,4031,4185
J02459.1,4031,4187
J02459.1,4031,4192
J02459.1,4031,4193
J02459.1,4031,4194
J02459.1,4031,4195
J02459.1,4031,4200
J02459.1,4031,4202
J02459.1,4031,4204
J02459.1,4031,4205
J02459.1,4031,4206
J02459.1,4031,4208
J02459.1,4031,4211
J02459.1,4031,4213
J02459.1,4031,4216
J02459.1,4031,4217
J02459.1,4031,4220
J02459.1,4031,4221
J02459.1,4031,4227
J02459.1,4031,4228
J02459.1,4031,4229
J02459.1,4031,4230
J02459.1,4031,4236
J02459.1,4031,4237
J02459.1,4031,4238
J02459.1,4031,4239
J02459.1,4031,4240
J02459.1,4031,4243
J02459.1,4031,4246
J02459.1,4031,4247
J02459.1,4031,4253
J02459.1,4031,4254
J02459.1,4031,4265
J02459.1,4031,4267
J02459.1,4031,4273
J02459.1,4031,4275
J02459.1,4031,4279
J02459.1,4031,4283
J02459.1,4031,4285
J02459.1,4031,4296
J02459.1,4031,4297
J02459.1,4031,4300
J02459.1,4031,4304
J02459.1,4031,4305
J02459.1,4031,4306
J02459.1,4031,4310
J02459.1,4031,4311
J02459.1,4031,4313
J02459.1,4031,4314
J02459.1,4032,4112
J02459.1,4032,4128
J02459.1,4032,4134
J02459.1,4032,4136
J02459.1,4032,4137
J02459.1,4032,4138
J02459.1,4032,4139
J02459.1,4032,4140
J02459.1,4032,4141
J02459.1,4032,4142
J02459.1,4032,4143
J02459.1,4032,4145
J02459.1,4032,4147
J02459.1,4032,4148
J02459.1,4032,4149
J02459.1,4032,4150
J02459.1,4032,4152
J02459.1,4032,4153
J02459.1,4032,4154
J02459.1,4032,4157
J02459.1,4032,4159
J02459.1,4032,4160
J02459.1,4032,4162
J02459.1,4032,4163
J02459.1,4032,4164
J02459.1,4032,4166
J02459.1,4032,4167
J02459.1,4032,4169
J02459.1,4032,4170
J02459.1,4032,4171
J02459.1,4032,4173
J02459.1,4032,4174
J02459.1,4032,4175
J02459.1,4032,4176
J02459.1,4032,4177
J02459.1,4032,4178
J02459.1,4032,4180
J02459.1,4032,4181
J02459.1,4032,4182
J02459.1,4032,4183
J02459.1,4032,4185
J02459.1,4032,4186
J02459.1,4032,4187
J02459.1,4032,4190
J02459.1,4032,4191
J02459.1,4032,4192
J02459.1,4032,4193
J02459.1,4032,4194
J02459.1,4032,4195
J02459.1,4032,4196
J02459.1,4032,4198
J02459.1,4032,4199
J02459.1,4032,4200
J02459.1,4032,4202
J02459.1,4032,4203
J02459.1,4032,4204
J02459.1,4032,4205
